_RAJ2000;_DEJ2000;RAJ2000;e_RAJ2000;DEJ2000;e_DEJ2000;Sp;e_Sp;St;e_St;MajAxis;MinAxis;PA;dMajAxis;dMinAxis;dPA;Mosaic;Nm;Xpos;Ypos
161.6850417;-36.02038889999999;10 46 44.41;1.5;-36 01 13.40;1.7;1125.0;33.8;1208.0;36.3;76.6;55.9;128.7;0.0;0.0;     ;J1048M36;1;788.4;411.0
162.1584167;-41.2325833;10 48 38.02;1.5;-41 13 57.30;1.7;2730.0;81.9;2730.0;81.9;70.0;47.8;167.1;0.0;0.0;     ;J1040M40;1;173.9;190.6
162.7220833;-47.317666700000004;10 50 53.30;1.5;-47 19 03.60;1.7;1111.0;33.4;1241.0;37.3;61.0;50.6;113.0;0.0;0.0;     ;J1100M48;2;1210.3;684.4
164.2894583;-37.308361100000006;10 57 09.47;1.5;-37 18 30.10;1.7;2049.0;61.5;2049.0;61.5;76.6;45.2;0.4;0.0;0.0;     ;J1048M36;2;109.2;159.2
166.78566669999998;-44.8187222;11 07 08.56;1.5;-44 49 07.40;1.7;2515.0;75.5;2516.0;75.5;64.8;47.5;12.1;0.0;0.0;     ;J1100M44;1;290.5;300.8
166.8975;-44.3495556;11 07 35.40;1.5;-44 20 58.40;1.7;1185.0;35.6;1204.0;36.2;64.8;49.3;160.3;0.0;0.0;     ;J1100M44;1;261.0;407.0
167.831;-40.51175;11 11 19.44;1.5;-40 30 42.30;1.7;1718.0;51.6;1747.0;52.4;70.0;55.0;137.8;0.0;0.0;     ;J1120M40;1;1244.6;342.1
169.6117083;-46.5708889;11 18 26.81;1.5;-46 34 15.20;1.7;3646.0;109.4;3939.0;118.2;60.6;50.0;111.1;0.0;0.0;     ;J1120M48;1;792.4;871.4
171.3464167;-37.3915278;11 25 23.14;1.5;-37 23 29.50;1.7;1508.0;45.3;1586.0;47.6;76.6;59.0;137.3;0.0;0.0;     ;J1124M36;1;614.9;147.3
172.91633330000002;-46.0072778;11 31 39.92;1.5;-46 00 26.20;1.7;1131.0;34.0;1257.0;37.7;60.6;51.6;64.3;0.0;0.0;     ;J1140M48;4;1178.5;1003.8
174.039375;-74.2635;11 36 09.45;1.5;-74 15 48.60;1.7;1113.0;33.4;1241.0;50.0;49.8;46.8;69.4;21.0;0.0; 75.6;J1200M76;2;1233.1;1209.5
174.8214167;-32.3771389;11 39 17.14;1.5;-32 22 37.70;1.7;2459.0;73.8;3179.0;114.3;101.3;55.6;165.3;62.5;0.0;143.4;J1142M32;1;892.5;308.3
176.3789167;-48.602888899999996;11 45 30.94;1.5;-48 36 10.40;1.7;4104.0;123.1;4105.0;123.2;60.6;46.0;8.9;0.0;0.0;     ;J1140M48;1;406.6;375.4
176.5855833;-31.954416700000003;11 46 20.54;1.5;-31 57 15.90;1.7;1849.0;55.6;2405.0;72.3;84.9;59.0;98.4;0.0;0.0;     ;J1142M32;1;403.6;381.1
176.61854169999998;-33.4779444;11 46 28.45;1.5;-33 28 40.60;1.7;2282.0;68.5;2347.0;70.5;84.9;59.5;137.1;0.0;0.0;     ;J1142M32;1;399.7;116.9
176.7774167;-41.187972200000004;11 47 06.58;1.5;-41 11 16.70;1.7;1532.0;46.0;1588.0;47.7;70.0;49.5;114.6;0.0;0.0;     ;J1140M40;1;267.3;201.3
178.23616669999998;-72.65686109999999;11 52 56.68;1.5;-72 39 24.70;1.7;1959.0;58.8;1998.0;60.0;47.9;45.4;23.8;0.0;0.0;     ;J1200M72;1;877.0;463.2
178.5905417;-35.076694399999994;11 54 21.73;1.5;-35 04 36.10;1.7;1308.0;39.4;1309.0;39.4;76.6;45.0;0.8;0.0;0.0;     ;J1200M36;1;1082.5;591.0
178.59125;-35.0922778;11 54 21.90;1.5;-35 05 32.20;1.7;7208.0;216.3;7476.0;224.3;76.6;47.1;100.6;0.0;0.0;     ;J1200M36;1;1082.2;588.0
179.7030833;-40.501361100000004;11 58 48.74;1.5;-40 30 04.90;1.7;1134.0;34.1;1185.0;35.6;70.0;54.3;131.1;0.0;0.0;     ;J1200M40;1;778.9;348.5
182.164125;-34.0520278;12 08 39.39;1.5;-34 03 07.30;1.7;1171.0;35.2;1180.0;35.5;85.0;45.4;85.5;0.0;0.0;     ;J1200M32;4;118.3;15.1
184.52491669999998;-46.0081111;12 18 05.98;1.5;-46 00 29.20;1.7;6552.0;196.6;7189.0;215.7;60.6;54.0;53.1;0.0;0.0;     ;J1220M48;2;813.0;1008.1
185.1647917;-37.6710833;12 20 39.55;1.5;-37 40 15.90;1.7;1527.0;45.9;1592.0;47.8;76.6;52.0;57.4;0.0;0.0;     ;J1218M36;1;532.8;93.2
185.9307917;-42.591944399999996;12 23 43.39;1.5;-42 35 31.00;1.7;3104.0;93.2;3105.0;93.2;64.8;45.0;179.4;0.0;0.0;     ;J1220M44;1;480.7;809.2
187.7642917;-45.46675;12 31 03.43;1.5;-45 28 00.30;1.7;1123.0;33.7;1243.0;37.3;64.8;51.9;68.5;0.0;0.0;     ;J1240M44;2;1218.0;151.8
188.0361667;-49.8265278;12 32 08.68;1.5;-49 49 35.50;1.7;1185.0;35.6;1226.0;36.8;60.6;46.9;100.9;0.0;0.0;     ;J1240M48;2;1119.5;75.9
188.9241667;-41.8882222;12 35 41.80;1.5;-41 53 17.60;1.7;2662.0;79.9;2784.0;83.6;70.0;53.3;128.4;0.0;0.0;     ;J1240M40;1;967.1;55.8
189.31283330000002;-50.77325;12 37 15.08;1.5;-50 46 23.70;1.7;3286.0;98.6;3287.0;98.6;57.1;45.5;78.8;0.0;0.0;     ;J1248M52;2;1260.9;864.3
189.6325417;-50.9233611;12 38 31.81;1.5;-50 55 24.10;1.7;1250.0;37.5;1250.0;37.5;57.1;48.5;54.7;0.0;0.0;     ;J1248M52;1;1193.3;827.4
190.7402083;-75.5609444;12 42 57.65;1.5;-75 33 39.40;1.7;1118.0;33.6;1195.0;35.9;49.6;45.0;177.6;0.0;0.0;     ;J1245M76;1;746.6;823.2
191.48975;-41.479472200000004;12 45 57.54;1.5;-41 28 46.10;1.7;2373.0;71.2;2373.0;71.2;70.0;45.0;179.0;0.0;0.0;     ;J1240M40;1;339.8;140.8
191.5479167;-44.7092778;12 46 11.50;1.5;-44 42 33.40;1.7;1891.0;56.8;1970.0;59.1;64.8;55.5;136.9;0.0;0.0;     ;J1240M44;1;345.0;326.4
192.104875;-85.21775;12 48 25.17;1.5;-85 13 03.90;1.7;1972.0;59.2;2073.0;62.2;47.3;45.2;78.4;0.0;0.0;     ;J1330M84;2;987.1;279.3
192.1175833;-45.996055600000005;12 48 28.22;1.5;-45 59 45.80;1.7;1150.0;34.5;1196.0;35.9;60.6;52.5;46.1;0.0;0.0;     ;J1240M48;4;223.7;1006.4
192.20491669999998;-41.3117222;12 48 49.18;1.5;-41 18 42.20;1.7;5109.0;153.3;5674.0;170.3;70.0;50.7;75.8;0.0;0.0;     ;J1240M40;2;163.1;173.8
192.4521667;-83.0711111;12 49 48.52;1.5;-83 04 16.00;1.7;1481.0;44.5;1481.0;44.5;45.2;45.1;160.9;0.0;0.0;     ;J1330M84;2;1099.7;969.0
192.5238333;-40.441527799999996;12 50 05.72;1.5;-40 26 29.50;1.7;2323.0;69.7;2324.0;69.8;70.0;49.5;121.1;0.0;0.0;     ;J1240M40;2;76.6;355.4
194.3349583;-33.5771667;12 57 20.39;1.5;-33 34 37.80;1.7;1654.0;49.7;1736.0;52.2;84.9;48.1;76.8;0.0;0.0;     ;J1254M32;1;477.3;100.0
194.34441669999998;-30.363388899999997;12 57 22.66;1.5;-30 21 48.20;1.7;1352.0;40.7;1777.0;53.5;84.9;74.5;135.4;0.0;0.0;     ;J1254M32;1;466.6;657.3
194.495375;-31.921333299999997;12 57 58.89;1.5;-31 55 16.80;1.7;1466.0;44.0;1466.0;44.0;84.9;47.9;172.4;0.0;0.0;     ;J1254M32;1;428.5;387.0
195.2512083;-32.4413889;13 01 00.29;1.5;-32 26 29.00;1.7;1309.0;39.4;1574.0;47.4;84.9;58.4;115.4;0.0;0.0;     ;J1254M32;1;221.4;295.4
195.55925;-47.3640833;13 02 14.22;1.5;-47 21 50.70;1.7;1188.0;35.7;1487.0;44.7;61.2;57.2;121.4;0.0;0.0;     ;J1300M48;1;581.0;678.3
195.61775;-44.7911111;13 02 28.26;1.5;-44 47 28.00;1.7;1220.0;36.6;1340.0;40.3;64.8;57.3;38.7;0.0;0.0;     ;J1300M44;1;561.5;309.8
195.79595830000002;-77.1996667;13 03 11.03;1.5;-77 11 58.80;1.7;1546.0;46.4;1554.0;46.7;46.5;45.2;154.2;0.0;0.0;     ;J1245M76;2;375.7;290.8
196.3642083;-49.4684167;13 05 27.41;1.5;-49 28 06.30;1.7;5386.0;161.6;5549.0;166.5;60.6;53.2;35.0;0.0;0.0;     ;J1300M48;1;414.9;165.0
197.1644583;-82.9936667;13 08 39.47;1.5;-82 59 37.20;1.7;1923.0;57.7;1924.0;57.7;45.3;45.0;3.2;0.0;0.0;     ;J1330M84;2;917.7;1018.7
198.71908330000002;-40.1815278;13 14 52.58;1.5;-40 10 53.50;1.7;1327.0;39.9;1330.0;40.0;70.0;50.7;163.6;0.0;0.0;     ;J1320M40;1;1025.3;414.3
199.0333333;-33.6505278;13 16 08.00;1.5;-33 39 01.90;1.7;1104.0;33.2;1104.0;33.2;84.9;46.5;4.4;0.0;0.0;     ;J1312M32;1;423.5;87.1
199.624625;-46.343;13 18 29.91;1.5;-46 20 34.80;1.7;3420.0;102.6;3426.0;102.8;60.6;46.5;68.4;0.0;0.0;     ;J1320M48;1;789.8;926.8
200.7671667;-44.875944399999995;13 23 04.12;1.5;-44 52 33.40;1.7;4102.0;123.1;4204.0;126.2;64.8;55.3;139.7;0.0;0.0;     ;J1320M44;1;527.1;290.3
201.3132083;-43.052111100000005;13 25 15.17;1.5;-43 03 07.60;1.7;16915.0;507.5;105805.0;3247.0;188.9;103.0;30.7;179.1;89.3; 33.0;J1320M44;1;391.0;703.7
201.3497917;-43.02725;13 25 23.95;1.5;-43 01 38.10;1.7;8736.0;262.1;50723.0;1578.9;240.3;72.7;59.7;234.9;40.3; 60.7;J1320M44;1;382.1;709.3
201.426;-42.9491667;13 25 42.24;1.5;-42 56 57.00;1.7;21895.0;656.9;71029.0;2319.0;117.0;82.1;69.1;107.0;52.5; 73.9;J1320M44;1;363.4;726.8
201.4385833;-42.9685556;13 25 45.26;1.5;-42 58 06.80;1.7;31705.0;951.2;104658.0;3390.4;135.4;75.6;28.0;121.2;56.1; 32.5;J1320M44;1;360.5;722.4
203.39866669999998;-33.0900278;13 33 35.68;1.5;-33 05 24.10;1.7;2484.0;74.6;2656.0;79.7;89.1;46.2;176.8;0.0;0.0;     ;J1330M32;1;458.6;184.4
205.37533330000002;-40.3909167;13 41 30.08;1.5;-40 23 27.30;1.7;1985.0;59.6;2066.0;62.0;70.0;56.4;136.5;0.0;0.0;     ;J1340M40;1;611.4;371.6
205.97658330000002;-37.564916700000005;13 43 54.38;1.5;-37 33 53.70;1.7;1735.0;52.1;1736.0;52.1;76.6;59.1;155.9;0.0;0.0;     ;J1348M36;1;970.5;113.2
206.2656667;-31.6702222;13 45 03.76;1.5;-31 40 12.80;1.7;1161.0;34.9;1357.0;49.5;98.6;46.0;176.4;50.7;0.0;169.0;J1348M32;1;909.5;430.8
206.464625;-30.2516667;13 45 51.51;1.5;-30 15 06.00;1.7;1953.0;58.7;2023.0;60.8;84.9;46.7;94.6;0.0;0.0;     ;J1348M32;1;856.3;677.0
206.5228333;-41.9347222;13 46 05.48;1.5;-41 56 05.00;1.7;1212.0;36.4;1514.0;45.5;71.0;55.5;82.9;0.0;0.0;     ;J1340M40;2;334.3;45.0
207.463125;-39.3807778;13 49 51.15;1.5;-39 22 50.80;1.7;2949.0;88.5;3190.0;95.7;70.0;56.2;132.3;0.0;0.0;     ;J1400M40;2;1346.5;578.4
209.7430417;-41.876861100000006;13 58 58.33;1.5;-41 52 36.70;1.7;3857.0;115.8;3952.0;118.6;70.0;55.5;43.6;0.0;0.0;     ;J1400M40;1;767.6;59.2
209.7598333;-41.88480560000001;13 59 02.36;1.5;-41 53 05.30;1.7;2936.0;88.1;2938.0;88.2;70.0;52.7;132.9;0.0;0.0;     ;J1400M40;1;763.5;57.5
210.3810417;-49.543;14 01 31.45;1.5;-49 32 34.80;1.7;2225.0;66.8;4105.0;138.5;90.2;58.0;132.3;74.1;0.0;123.1;J1400M48;1;624.1;148.6
210.6669583;-36.0642222;14 02 40.07;1.5;-36 03 51.20;1.7;2726.0;81.8;2823.0;84.7;76.6;63.9;148.2;0.0;0.0;     ;J1406M36;1;925.4;402.1
211.4184167;-36.9263889;14 05 40.42;1.5;-36 55 35.00;1.7;1714.0;51.5;1889.0;56.7;76.6;53.3;117.0;0.0;0.0;     ;J1406M36;1;726.3;236.8
212.6205;-42.781722200000004;14 10 28.92;1.5;-42 46 54.20;1.7;2002.0;60.1;2265.0;68.0;64.8;55.1;153.3;0.0;0.0;     ;J1420M44;2;1276.4;761.2
213.662625;-30.4285833;14 14 39.03;1.5;-30 25 42.90;1.7;1863.0;56.0;1897.0;57.0;84.9;55.8;131.4;0.0;0.0;     ;J1406M32;2;94.9;643.3
214.607125;-38.16925;14 18 25.71;1.5;-38 10 09.30;1.7;1372.0;41.2;1372.0;41.2;70.1;45.0;0.2;0.0;0.0;     ;J1420M40;1;806.1;838.9
215.007;-37.7268611;14 20 01.68;1.5;-37 43 36.70;1.7;1728.0;51.9;1729.0;51.9;76.6;45.0;0.6;0.0;0.0;     ;J1424M36;1;962.0;82.1
215.013875;-49.5955278;14 20 03.33;1.5;-49 35 43.90;1.7;2896.0;86.9;3967.0;119.1;61.8;61.7;60.9;0.0;0.0;     ;J1420M48;1;702.1;136.0
215.46695830000002;-39.397111100000004;14 21 52.07;1.5;-39 23 49.60;1.7;1151.0;34.6;1229.0;36.9;70.0;49.9;116.5;0.0;0.0;     ;J1420M40;1;586.9;580.6
215.480625;-31.074388899999995;14 21 55.35;1.5;-31 04 27.80;1.7;1146.0;34.5;1146.0;34.5;84.9;45.0;0.3;0.0;0.0;     ;J1424M32;1;850.6;534.3
215.70141669999998;-45.6380833;14 22 48.34;1.5;-45 38 17.10;1.7;1880.0;56.4;1919.0;57.6;65.3;46.2;170.5;0.0;0.0;     ;J1420M44;1;544.5;117.2
216.06175;-38.4406944;14 24 14.82;1.5;-38 26 26.50;1.7;1607.0;48.3;1789.0;53.7;70.0;61.4;140.8;0.0;0.0;     ;J1420M40;1;432.9;780.9
216.0749167;-38.4540278;14 24 17.98;1.5;-38 27 14.50;1.7;1545.0;46.4;1545.0;46.4;70.0;47.2;66.0;0.0;0.0;     ;J1420M40;1;429.5;778.1
216.1336667;-49.23075;14 24 32.08;1.5;-49 13 50.70;1.7;9679.0;290.4;9681.0;290.4;60.6;46.3;68.7;0.0;0.0;     ;J1420M48;1;462.7;223.4
216.18420830000002;-74.6995;14 24 44.21;1.5;-74 41 58.20;1.7;1145.0;34.4;1164.0;35.0;47.0;45.1;159.8;0.0;0.0;     ;J1415M76;1;494.8;1092.7
216.3711667;-29.999;14 25 29.08;1.5;-29 59 56.40;1.7;3450.0;103.6;3451.0;103.6;85.0;45.0;179.8;0.0;0.0;     ;J1424M32;1;599.8;720.9
216.4220417;-37.330138899999994;14 25 41.29;1.5;-37 19 48.50;1.7;1127.0;33.9;1163.0;34.9;76.6;47.1;77.8;0.0;0.0;     ;J1424M36;1;595.2;159.0
216.98425;-42.1051667;14 27 56.22;1.5;-42 06 18.60;1.7;3809.0;114.3;3862.0;115.9;64.8;46.2;75.9;0.0;0.0;     ;J1420M44;1;223.3;916.7
218.819875;-48.363361100000006;14 35 16.77;1.5;-48 21 48.10;1.7;2941.0;88.3;2942.0;88.3;60.6;45.0;0.9;0.0;0.0;     ;J1440M48;1;961.6;434.2
219.2520833;-45.3424722;14 37 00.50;1.5;-45 20 32.90;1.7;1551.0;46.6;1598.0;48.0;64.8;46.4;89.1;0.0;0.0;     ;J1440M44;1;877.0;184.3
221.32;-42.3959444;14 45 16.80;1.5;-42 23 45.40;1.7;1123.0;33.7;1126.0;33.8;64.8;46.7;10.1;0.0;0.0;     ;J1440M44;1;386.0;852.8
222.12104169999998;-47.02775;14 48 29.05;1.5;-47 01 39.90;1.7;2657.0;79.7;3388.0;101.7;62.8;57.7;43.2;0.0;0.0;     ;J1500M48;2;1347.0;751.5
222.76975;-75.16;14 51 04.74;1.5;-75 09 36.00;1.7;1759.0;52.8;1834.0;55.1;47.8;45.6;41.8;0.0;0.0;     ;J1500M76;1;891.9;947.3
223.197125;-34.350694399999995;14 52 47.31;1.5;-34 21 02.50;1.7;1398.0;42.0;1504.0;45.2;76.6;48.5;88.0;0.0;0.0;     ;J1500M36;1;1192.0;729.6
223.5097917;-34.0155;14 54 02.35;1.5;-34 00 55.80;1.7;1195.0;35.9;1332.0;40.1;76.6;54.3;62.6;0.0;0.0;     ;J1500M36;2;1109.2;794.9
223.61;-36.6508611;14 54 26.40;1.5;-36 39 03.10;1.7;1489.0;44.8;1797.0;68.8;82.6;54.9;165.0;44.3;0.0;127.0;J1500M36;1;1069.9;288.3
223.61366669999998;-37.793305600000004;14 54 27.28;1.5;-37 47 35.90;1.7;1609.0;48.3;2045.0;61.4;76.6;57.2;88.6;0.0;0.0;     ;J1500M36;1;1063.5;68.6
223.62579169999998;-36.6812222;14 54 30.19;1.5;-36 40 52.40;1.7;1761.0;52.9;2105.0;63.3;76.6;60.0;128.9;0.0;0.0;     ;J1500M36;1;1065.6;282.5
223.6370417;-40.2084167;14 54 32.89;1.5;-40 12 30.30;1.7;1195.0;35.9;1210.0;36.3;70.0;49.0;119.6;0.0;0.0;     ;J1500M40;1;1045.6;408.5
223.86379169999998;-71.8509722;14 55 27.31;1.5;-71 51 03.50;1.7;1783.0;53.5;1805.0;54.2;47.3;46.0;41.1;0.0;0.0;     ;J1500M72;1;820.8;715.4
223.9219167;-42.312138899999994;14 55 41.26;1.5;-42 18 43.70;1.7;1725.0;51.8;2053.0;61.6;64.8;57.7;59.8;0.0;0.0;     ;J1500M44;1;965.9;872.5
224.2760833;-36.0835278;14 57 06.26;1.5;-36 05 00.70;1.7;2073.0;62.2;2191.0;65.8;76.6;58.4;44.5;0.0;0.0;     ;J1500M36;1;896.5;398.5
224.6510833;-40.1353333;14 58 36.26;1.5;-40 08 07.20;1.7;1402.0;42.1;1402.0;42.1;70.0;45.0;0.2;0.0;0.0;     ;J1500M40;1;792.3;425.4
224.8154167;-36.930111100000005;14 59 15.70;1.5;-36 55 48.40;1.7;2115.0;63.5;2115.0;63.5;76.6;45.0;0.1;0.0;0.0;     ;J1500M36;1;753.3;236.1
225.3945;-39.3112222;15 01 34.68;1.5;-39 18 40.40;1.7;4009.0;120.3;4010.0;120.3;70.0;45.0;179.8;0.0;0.0;     ;J1500M40;1;605.1;598.8
225.70120830000002;-31.66575;15 02 48.29;1.5;-31 39 56.70;1.7;1302.0;39.1;1302.0;39.1;84.9;47.5;173.1;0.0;0.0;     ;J1500M32;1;509.7;431.6
225.7368333;-38.0553889;15 02 56.84;1.5;-38 03 19.40;1.7;1291.0;38.8;1429.0;42.9;70.0;52.7;64.4;0.0;0.0;     ;J1500M40;2;515.1;862.5
227.62225;-43.414;15 10 29.34;1.5;-43 24 50.40;1.7;1340.0;40.2;1374.0;41.3;64.8;54.0;137.7;0.0;0.0;     ;J1520M44;2;1270.1;617.6
227.9820833;-30.7509167;15 11 55.70;1.5;-30 45 03.30;1.7;1622.0;48.7;1793.0;53.9;84.9;50.9;105.5;0.0;0.0;     ;J1518M32;1;1131.9;589.0
230.810375;-82.05086109999999;15 23 14.49;1.5;-82 03 03.10;1.7;1141.0;34.3;1219.0;36.6;48.2;45.2;116.0;0.0;0.0;     ;J1500M84;2;442.5;1322.1
232.55941669999999;-42.531555600000004;15 30 14.26;1.5;-42 31 53.60;1.7;5686.0;170.6;7505.0;225.2;64.8;59.8;96.9;0.0;0.0;     ;J1520M44;2;88.0;817.2
233.4721667;-33.6198611;15 33 53.32;1.5;-33 37 11.50;1.7;1617.0;48.6;1756.0;52.7;84.9;51.0;70.8;0.0;0.0;     ;J1536M32;1;848.9;92.9
236.0115833;-33.8746667;15 44 02.78;1.5;-33 52 28.80;1.7;2033.0;61.0;2570.0;77.2;84.9;74.4;38.8;0.0;0.0;     ;J1554M32;2;1380.9;44.8
236.526125;-73.1805833;15 46 06.27;1.5;-73 10 50.10;1.7;2156.0;64.7;2541.0;99.9;52.5;47.8;88.1;27.0;0.0; 88.7;J1545M72;1;678.9;302.5
238.8364583;-79.6773333;15 55 20.75;1.5;-79 40 38.40;1.7;4904.0;147.1;6010.0;224.1;55.8;45.1;26.7;32.3;0.0; 28.1;J1600M80;1;773.2;797.3
239.2406667;-79.23438890000001;15 56 57.76;1.5;-79 14 03.80;1.7;6143.0;184.3;6187.0;185.6;45.7;45.4;106.1;0.0;0.0;     ;J1600M80;1;751.4;940.4
244.4555;-77.2879444;16 17 49.32;1.5;-77 17 16.60;1.7;4051.0;121.5;4152.0;124.6;47.0;45.6;144.4;0.0;0.0;     ;J1630M76;2;924.2;269.6
244.8895;-84.3054167;16 19 33.48;1.5;-84 18 19.50;1.7;2346.0;70.4;2347.0;70.4;45.3;45.0;70.3;0.0;0.0;     ;J1500M84;2;72.0;491.8
246.4807083;-31.135472200000002;16 25 55.37;1.5;-31 08 07.70;1.7;2503.0;75.1;2565.0;77.0;84.9;46.7;80.2;0.0;0.0;     ;J1630M32;1;990.5;523.2
248.7620833;-62.8335556;16 35 02.90;1.5;-62 50 00.80;1.7;1301.0;39.1;1352.0;40.6;50.1;48.4;53.0;0.0;0.0;     ;J1630M64;1;516.4;975.4
249.53775;-68.2309167;16 38 09.06;1.5;-68 13 51.30;1.7;2010.0;60.3;2041.0;61.2;49.0;45.3;18.1;0.0;0.0;     ;J1648M68;1;1003.8;578.4
251.03454169999998;-77.2332222;16 44 08.29;1.5;-77 13 59.60;1.7;1124.0;33.8;2910.0;100.0;82.6;65.4;165.9;68.4;47.4;165.2;J1630M76;2;449.5;285.0
253.805125;-27.106;16 55 13.23;1.5;-27 06 21.60;1.7;1134.0;34.2;1150.0;34.7;95.9;75.2;153.3;0.0;0.0;     ;J1648M28;2;179.2;467.5
254.2358333;-74.043;16 56 56.60;1.5;-74 02 34.80;1.7;1493.0;44.8;1609.0;48.3;50.6;45.4;167.4;0.0;0.0;     ;J1715M72;3;1110.7;19.8
254.39266669999998;-78.9796944;16 57 34.24;1.5;-78 58 46.90;1.7;1192.0;35.8;1192.0;35.8;45.7;45.0;1.5;0.0;0.0;     ;J1700M80;1;743.0;1022.6
255.67254169999998;-77.6994722;17 02 41.41;1.5;-77 41 58.10;1.7;2691.0;80.8;2912.0;87.4;48.6;46.5;61.0;0.0;0.0;     ;J1715M76;2;919.5;139.0
257.6235417;-60.68825;17 10 29.65;1.5;-60 41 17.70;1.7;2540.0;76.2;2653.0;79.6;52.0;48.7;56.2;0.0;0.0;     ;J1700M60;1;284.8;408.7
260.9210833;-65.01002779999999;17 23 41.06;1.5;-65 00 36.10;1.7;3574.0;107.2;3699.0;111.0;50.1;47.8;137.7;0.0;0.0;     ;J1730M64;1;923.3;334.5
261.3289583;-80.0755833;17 25 18.95;1.5;-80 04 32.10;1.7;1462.0;43.9;1462.0;43.9;45.7;45.0;15.3;0.0;0.0;     ;J1800M80;2;1192.2;633.8
261.3854167;-80.08288890000001;17 25 32.50;1.5;-80 04 58.40;1.7;1483.0;44.5;1649.0;65.8;49.8;45.9;141.0;20.6;0.0;136.2;J1800M80;2;1188.7;632.0
261.7070833;-55.493888899999995;17 26 49.70;1.5;-55 29 38.00;1.7;4784.0;143.5;4931.0;148.0;54.3;50.4;131.3;0.0;0.0;     ;J1712M56;2;18.2;707.0
261.740875;-64.4646389;17 26 57.81;1.5;-64 27 52.70;1.7;3978.0;119.4;4135.0;124.1;50.1;47.3;39.2;0.0;0.0;     ;J1730M64;1;812.1;496.8
262.5912083;-78.1931667;17 30 21.89;1.5;-78 11 35.40;1.7;1263.0;37.9;1264.0;38.0;45.7;45.0;104.6;0.0;0.0;     ;J1800M80;2;1199.7;1245.2
263.4748333;-83.716;17 33 53.96;1.5;-83 42 57.60;1.7;1489.0;44.7;1661.0;65.5;50.3;45.1;53.0;22.4;0.0; 54.2;J1800M84;2;938.2;780.3
263.9035;-56.772611100000006;17 35 36.84;1.5;-56 46 21.40;1.7;1292.0;38.8;1292.0;38.8;54.3;45.0;90.1;0.0;0.0;     ;J1736M56;1;722.3;375.4
264.346;-56.60577779999999;17 37 23.04;1.5;-56 36 20.80;1.7;2567.0;77.1;3309.0;125.4;62.7;51.0;46.9;40.2;0.0; 63.7;J1736M56;1;642.7;420.5
264.4285417;-56.546111100000005;17 37 42.85;1.5;-56 32 46.00;1.7;7542.0;226.3;7543.0;226.3;54.3;45.0;89.7;0.0;0.0;     ;J1736M56;1;627.7;436.6
265.378375;-57.6208889;17 41 30.81;1.5;-57 37 15.20;1.7;2672.0;80.2;2956.0;88.7;55.1;49.3;107.0;0.0;0.0;     ;J1736M56;1;463.4;143.3
265.496;-60.915361100000005;17 41 59.04;1.5;-60 54 55.30;1.7;1751.0;52.6;2289.0;83.0;65.9;46.7;155.9;42.3;0.0;147.7;J1730M60;1;228.6;342.2
265.5201667;-60.9331667;17 42 04.84;1.5;-60 55 59.40;1.7;1216.0;36.5;1875.0;64.2;76.2;47.5;160.2;56.6;0.0;156.2;J1730M60;1;225.0;337.0
265.5761667;-59.0290556;17 42 18.28;1.5;-59 01 44.60;1.7;1274.0;38.2;1308.0;39.3;52.0;48.9;134.1;0.0;0.0;     ;J1730M60;1;187.2;875.8
266.106125;-51.7453056;17 44 25.47;1.5;-51 44 43.10;1.7;7300.0;219.0;8151.0;244.5;57.1;50.4;95.9;0.0;0.0;     ;J1736M52;1;278.3;616.8
266.3104583;-53.2701389;17 45 14.51;1.5;-53 16 12.50;1.7;1399.0;42.0;2076.0;71.3;81.6;47.6;157.2;60.4;0.0;150.2;J1736M52;1;252.9;222.8
267.78625;-64.985;17 51 08.70;1.5;-64 59 06.00;1.7;1254.0;37.7;1757.0;62.7;66.3;47.8;31.9;45.2;0.0; 38.3;J1800M64;1;1011.3;339.5
269.7760833;-59.78302779999999;17 59 06.26;1.5;-59 46 58.90;1.7;5347.0;160.4;5826.0;174.8;55.1;46.6;24.3;0.0;0.0;     ;J1800M60;1;741.9;672.4
270.321125;-66.3827778;18 01 17.07;1.5;-66 22 58.00;1.7;3007.0;90.2;3007.0;90.2;48.5;45.1;169.8;0.0;0.0;     ;J1800M68;1;662.9;1144.6
270.807125;-43.5206111;18 03 13.71;1.5;-43 31 14.20;1.7;1743.0;52.3;1801.0;54.1;64.8;47.9;70.1;0.0;0.0;     ;J1800M44;1;513.5;598.3
271.809375;-70.21125;18 07 14.25;1.5;-70 12 40.50;1.7;1123.0;33.7;1278.0;38.4;49.6;48.9;119.0;0.0;0.0;     ;J1800M72;1;504.6;1223.8
271.8803333;-50.890305600000005;18 07 31.28;1.5;-50 53 25.10;1.7;1453.0;43.6;1453.0;43.6;57.1;45.0;88.5;0.0;0.0;     ;J1800M52;1;316.9;838.2
272.4909583;-45.8776111;18 09 57.83;1.5;-45 52 39.40;1.7;1271.0;38.2;1530.0;46.0;62.9;54.5;145.3;0.0;0.0;     ;J1820M48;4;1276.5;1033.2
274.5290833;-51.9691389;18 18 06.98;1.5;-51 58 08.90;1.7;5917.0;177.5;5918.0;177.6;57.1;45.0;91.2;0.0;0.0;     ;J1824M52;1;1001.5;561.6
