_RAJ2000;_DEJ2000;NVSS;RAJ2000;DEJ2000;e_RAJ2000;e_DEJ2000;S1.4;e_S1.4;l_MajAxis;MajAxis;l_MinAxis;MinAxis;f_resFlux
259.505;-37.4427222;171801-372633;17 18 01.20;-37 26 33.8;0.04;0.6;18092.3;566.8;;83.3;;52.0;S*
259.59470830000004;-39.319694399999996;171822-391910;17 18 22.73;-39 19 10.9;0.04;0.6;4070.2;133.2;;64.2;;35.6;P*
259.6140417;-39.3156667;171827-391856;17 18 27.37;-39 18 56.4;0.04;0.6;5795.9;177.5;;106.2;;70.0;P*
259.8454167;0.6194166999999999;171922+003709;17 19 22.90;+00 37 09.9;0.03;0.6;2254.8;67.6;<;14.9;<;13.9;P*
259.86291669999997;-37.1810278;171927-371051;17 19 27.10;-37 10 51.7;0.04;0.6;2740.6;91.8;;31.3;<;14.5;S*
260.0287917;-38.9594722;172006-385734;17 20 06.91;-38 57 34.1;0.04;0.6;20606.0;626.8;;127.3;;76.1;S*
260.0794583;-35.914888899999994;172019-355453;17 20 19.07;-35 54 53.6;0.04;0.6;6085.6;194.2;;50.3;<;19.5;P*
260.0835833;-0.9829167;172020-005858;17 20 20.06;-00 58 58.5;0.03;0.6;4063.3;139.9;;22.5;<;13.9;P*
260.1061667;-0.9811667;172025-005852;17 20 25.48;-00 58 52.2;0.03;0.6;20229.2;625.1;;97.8;;59.2;S*
260.133125;-35.856416700000004;172031-355123;17 20 31.95;-35 51 23.1;0.04;0.6;4490.1;165.6;;29.5;;21.1;P*
260.143625;-0.9790000000000001;172034-005844;17 20 34.47;-00 58 44.4;0.03;0.6;31223.5;990.3;;65.9;;53.7;P*
260.18395830000003;-35.8214722;172044-354917;17 20 44.15;-35 49 17.3;0.04;0.6;9464.4;303.6;;64.0;;47.1;P*
260.21299999999997;-35.767694399999996;172051-354603;17 20 51.12;-35 46 03.7;0.04;0.6;2381.9;83.6;;16.2;<;14.8;P*
260.7672083;-35.9212222;172304-355516;17 23 04.13;-35 55 16.4;0.04;0.6;3767.3;126.8;;56.5;;28.4;S*
260.846125;-35.8949722;172323-355341;17 23 23.07;-35 53 41.9;0.04;0.6;3768.3;124.4;;55.1;;38.3;S*
261.1878333;-34.1756667;172445-341032;17 24 45.08;-34 10 32.4;0.04;0.6;23227.3;713.9;;90.3;;72.6;S*
261.36225;-34.3832778;172526-342259;17 25 26.94;-34 22 59.8;0.04;0.6;2276.2;75.1;;64.2;;31.4;P*
262.2545417;-36.5646111;172901-363352;17 29 01.09;-36 33 52.6;0.04;0.6;6805.1;208.6;;98.5;;72.4;S*
262.3234167;-36.6690278;172917-364008;17 29 17.62;-36 40 08.5;0.04;0.6;6770.1;238.0;;43.0;;23.4;S*
262.619;-34.6957222;173028-344144;17 30 28.56;-34 41 44.6;0.04;0.6;6453.2;217.6;;47.1;;35.5;P*
262.629375;-34.708138899999994;173031-344229;17 30 31.05;-34 42 29.3;0.04;0.6;2771.3;85.3;;88.7;;74.0;P*
262.652375;-21.486333300000002;173036-212910;17 30 36.57;-21 29 10.8;0.03;0.6;5143.3;159.3;;108.9;;50.9;P*
262.6780417;-21.4728889;173042-212822;17 30 42.73;-21 28 22.4;0.03;0.6;5325.4;166.1;;101.1;;46.9;P*
262.6795417;-21.50475;173043-213017;17 30 43.09;-21 30 17.1;0.03;0.6;4926.8;149.9;;127.3;;76.2;P*
263.2610833;-13.080305599999999;173302-130449;17 33 02.66;-13 04 49.1;0.03;0.6;5990.2;179.7;<;18.7;<;16.8;
263.7846667;-9.2773056;173508-091638;17 35 08.32;-09 16 38.3;0.03;0.6;2196.4;65.9;<;16.9;<;13.9;
265.0527083;-30.979305600000004;174012-305845;17 40 12.65;-30 58 45.5;0.04;0.6;9897.1;301.4;;107.7;;83.9;P*
265.0817083;-30.941583299999998;174019-305629;17 40 19.61;-30 56 29.7;0.04;0.6;4880.3;147.9;;127.3;;91.4;S*
265.1012917;-30.97125;174024-305816;17 40 24.31;-30 58 16.5;0.04;0.6;4030.5;122.6;;127.3;;77.0;S*
265.9728333;-28.941055600000006;174353-285627;17 43 53.48;-28 56 27.8;0.04;0.6;2135.5;64.6;;127.3;;127.3;S*
266.156;-28.774888899999997;174437-284629;17 44 37.44;-28 46 29.6;0.03;0.6;2795.5;84.4;;127.3;;127.3;S*
266.1602917;-28.7279167;174438-284340;17 44 38.47;-28 43 40.5;0.03;0.6;3416.8;103.2;;127.3;;127.3;S*
266.196125;-28.802805600000003;174447-284810;17 44 47.07;-28 48 10.1;0.03;0.6;2906.0;87.8;;127.4;;127.3;S*
266.1986667;-28.752277799999998;174447-284508;17 44 47.68;-28 45 08.2;0.03;0.6;3644.9;110.0;;127.3;;127.3;S*
266.4135417;-29.023444399999995;174539-290124;17 45 39.25;-29 01 24.4;0.03;0.6;7402.0;229.7;;70.1;<;14.0;P*
266.4252083;-29.090388899999997;174542-290525;17 45 42.05;-29 05 25.4;0.03;0.6;13275.3;402.1;;127.3;;93.8;P*
266.426;-29.004388899999995;174542-290015;17 45 42.24;-29 00 15.8;0.03;0.6;161188.0;4862.1;;127.3;;127.3;S*
266.431;-29.0507222;174543-290302;17 45 43.44;-29 03 02.6;0.03;0.6;23858.1;721.4;;127.3;;103.6;P*
266.438;-28.877638899999997;174545-285239;17 45 45.12;-28 52 39.5;0.03;0.6;9489.1;286.3;;127.3;;127.3;S*
266.442125;-28.9745278;174546-285828;17 45 46.11;-28 58 28.3;0.03;0.6;25020.1;764.5;;127.3;;64.2;P*
266.5778333;-29.25725;174618-291526;17 46 18.68;-29 15 26.1;0.03;0.6;12904.0;389.3;;127.3;;127.3;P*
266.5860417;-29.2968333;174620-291748;17 46 20.65;-29 17 48.6;0.03;0.6;8019.4;242.7;;127.3;;98.1;P*
266.5920417;-29.3534167;174622-292112;17 46 22.09;-29 21 12.3;0.03;0.6;3808.0;116.6;;127.3;;60.5;P*
266.635375;-28.880194399999997;174632-285248;17 46 32.49;-28 52 48.7;0.03;0.6;9732.8;293.6;;127.3;;127.3;S*
266.6657083;-29.0119167;174639-290042;17 46 39.77;-29 00 42.9;0.03;0.6;13131.8;396.6;;127.3;;114.7;P*
266.702625;-29.2788333;174648-291643;17 46 48.63;-29 16 43.8;0.03;0.6;14178.5;427.7;;127.3;;127.3;S*
266.7497083;-28.5336111;174659-283201;17 46 59.93;-28 32 01.0;0.03;0.6;8694.9;262.3;;127.3;;127.3;S*
266.7669583;-29.0548333;174704-290317;17 47 04.07;-29 03 17.4;0.03;0.6;13696.2;413.2;;127.3;;127.3;S*
266.769125;-29.0130278;174704-290046;17 47 04.59;-29 00 46.9;0.03;0.6;5076.7;154.6;;127.3;;74.1;P*
266.7985833;-29.036111100000003;174711-290210;17 47 11.66;-29 02 10.0;0.03;0.6;17029.2;513.7;;127.3;;127.3;S*
266.8078333;-19.3599444;174713-192135;17 47 13.88;-19 21 35.8;0.03;0.6;2276.5;79.7;;17.2;<;17.6;P*
266.81370830000003;-29.0702778;174715-290413;17 47 15.29;-29 04 13.0;0.03;0.6;5113.7;155.8;;98.3;;89.4;P*
266.835;-28.381111100000002;174720-282252;17 47 20.40;-28 22 52.0;0.03;0.6;6286.2;198.0;;118.9;;31.5;P*
266.8364583;-28.425861100000002;174720-282533;17 47 20.75;-28 25 33.1;0.03;0.6;5830.3;176.9;;127.3;;86.6;P*
266.8369167;-28.153861100000004;174720-280913;17 47 20.86;-28 09 13.9;0.03;0.6;2209.9;70.2;;67.4;;51.8;P*
266.9400833;-29.1834722;174745-291100;17 47 45.62;-29 11 00.5;0.04;0.6;2905.2;87.8;;127.3;;127.3;P*
266.96725;-28.521527799999998;174752-283117;17 47 52.14;-28 31 17.5;0.04;0.6;2532.5;76.5;;127.3;;127.3;P*
267.017625;-28.419305600000005;174804-282509;17 48 04.23;-28 25 09.5;0.04;0.6;2742.3;82.9;;127.3;;127.3;S*
267.1725417;-28.027305600000005;174841-280138;17 48 41.41;-28 01 38.3;0.03;0.6;2457.2;86.9;;41.7;;22.6;S*
269.6295;13.475722199999998;175831+132832;17 58 31.08;+13 28 32.6;0.03;0.6;2416.3;72.5;<;16.9;<;15.6;
269.6736667;-16.2791944;175841-161645;17 58 41.68;-16 16 45.1;0.03;0.6;2782.4;97.1;;18.4;<;17.0;
270.1727917;-24.069722199999998;180041-240411;18 00 41.47;-24 04 11.0;0.03;0.6;4933.7;153.5;;76.9;;64.4;P*
270.6780417;-39.6682778;180242-394005;18 02 42.73;-39 40 05.8;0.04;0.6;2273.0;68.2;<;19.4;<;17.0;
270.7555;-21.802277800000002;180301-214808;18 03 01.32;-21 48 08.2;0.03;0.6;2895.9;107.2;;28.7;;20.8;P*
270.8203333;-27.803;180316-274810;18 03 16.88;-27 48 10.8;0.03;0.6;6995.1;246.2;;50.5;;15.1;P*
270.9114167;-24.38375;180338-242301;18 03 38.74;-24 23 01.5;0.03;0.6;2228.9;68.5;;127.3;;55.0;S*
270.91725;-24.3718889;180340-242218;18 03 40.14;-24 22 18.8;0.03;0.6;4390.5;134.2;;99.9;;78.9;S*
270.9207917;-24.3779722;180340-242240;18 03 40.99;-24 22 40.7;0.03;0.6;4959.0;175.1;;38.2;;26.7;P*
272.22775;-18.2623333;180854-181544;18 08 54.66;-18 15 44.4;0.03;0.6;2109.9;63.9;;127.3;;127.3;S*
272.2343333;-20.0968056;180856-200548;18 08 56.24;-20 05 48.5;0.03;0.6;2525.1;87.6;;37.1;;34.1;P*
272.2532083;-20.0824167;180900-200456;18 09 00.77;-20 04 56.7;0.03;0.6;4730.6;154.9;;69.8;;31.4;P*
272.32975;-20.324;180919-201926;18 09 19.14;-20 19 26.4;0.03;0.6;7450.6;242.3;;93.6;;21.3;S*
272.33020830000004;-20.3004444;180919-201801;18 09 19.25;-20 18 01.6;0.03;0.6;9081.0;274.3;;127.3;;113.6;P*
272.3579167;-20.3235278;180925-201924;18 09 25.90;-20 19 24.7;0.03;0.6;19686.3;605.0;;95.4;;69.3;P*
272.854875;-19.4433889;181125-192636;18 11 25.17;-19 26 36.2;0.03;0.6;3818.2;116.9;;122.0;;64.1;P*
272.85925;-19.4080556;181126-192429;18 11 26.22;-19 24 29.0;0.03;0.6;4214.3;127.5;;127.3;;105.8;P*
272.893375;-19.4383333;181134-192618;18 11 34.41;-19 26 18.0;0.03;0.6;3793.4;117.3;;111.0;;52.0;P*
273.316625;4.659;181315+043932;18 13 15.99;+04 39 32.4;0.03;0.6;2109.4;63.3;<;16.4;<;15.3;
273.52191669999996;-17.47575;181405-172832;18 14 05.26;-17 28 32.7;0.03;0.6;2761.8;85.2;;91.4;;65.8;P*
273.55870830000003;-17.9288333;181414-175543;18 14 14.09;-17 55 43.8;0.03;0.6;8067.7;270.2;;31.2;<;16.4;P*
273.58166669999997;-17.938083300000002;181419-175617;18 14 19.60;-17 56 17.1;0.03;0.6;3109.2;100.8;;70.2;;36.3;S*
273.6499167;-16.758527800000003;181435-164530;18 14 35.98;-16 45 30.7;0.03;0.6;3307.9;120.0;;33.2;;22.8;S*
274.471625;-11.723916699999998;181753-114326;18 17 53.19;-11 43 26.1;0.03;0.6;2738.9;84.6;;114.0;;52.6;P*
274.47479169999997;-11.746166699999998;181753-114446;18 17 53.95;-11 44 46.2;0.03;0.6;2828.2;87.6;;109.7;;51.3;P*
275.14775;-39.158;182035-390928;18 20 35.46;-39 09 28.8;0.04;0.6;2399.9;83.8;;18.1;<;17.9;
275.2309583;-15.9248056;182055-155529;18 20 55.43;-15 55 29.3;0.03;0.6;2862.0;86.5;;127.3;;127.3;S*
275.234125;-15.9748611;182056-155829;18 20 56.19;-15 58 29.5;0.03;0.6;2286.1;69.2;;127.3;;127.2;S*
275.2881667;-16.0508611;182109-160303;18 21 09.16;-16 03 03.1;0.03;0.6;2325.4;70.5;;127.3;;112.9;S*
275.3369583;39.7125;182120+394245;18 21 20.87;+39 42 45.0;0.04;0.6;3506.7;105.2;<;17.3;<;14.4;P*
275.6195833;-9.6491944;182228-093857;18 22 28.70;-09 38 57.1;0.03;0.6;5835.2;204.5;;16.9;<;17.9;P*
275.8314583;-27.441;182319-272627;18 23 19.55;-27 26 27.6;0.03;0.6;3194.6;95.8;<;18.8;<;16.9;
276.2389167;-32.71655560000001;182457-324259;18 24 57.34;-32 42 59.6;0.04;0.6;2898.1;101.4;;17.5;<;19.0;
276.259125;-13.26375;182502-131549;18 25 02.19;-13 15 49.5;0.03;0.6;4417.0;137.0;;79.8;;66.2;P*
276.90970830000003;-11.9448333;182738-115641;18 27 38.33;-11 56 41.4;0.03;0.6;2708.2;98.0;;36.9;;19.5;S*
277.7457083;-36.0421389;183058-360231;18 30 58.97;-36 02 31.7;0.04;0.6;7237.8;217.1;<;17.7;<;16.9;
277.8118333;29.1195;183114+290710;18 31 14.84;+29 07 10.2;0.03;0.6;2924.3;87.7;<;15.3;<;14.8;
278.38941669999997;-10.5681944;183333-103405;18 33 33.46;-10 34 05.5;0.03;0.6;6456.1;215.9;;47.9;;38.5;P*
278.4165833;-21.0610833;183339-210339;18 33 39.98;-21 03 39.9;0.03;0.6;10896.3;326.9;<;16.7;<;16.3;
278.5389167;-7.300611099999999;183409-071802;18 34 09.34;-07 18 02.2;0.03;0.6;4091.2;135.3;;48.1;;43.5;S*
278.57575;31.606583299999997;183418+313623;18 34 18.18;+31 36 23.7;0.04;0.6;2152.1;64.6;<;19.8;<;18.4;
278.6857917;-8.540111099999999;183444-083224;18 34 44.59;-08 32 24.4;0.03;0.6;2644.1;82.3;;105.9;;47.0;S*
278.6880833;-8.5628611;183445-083346;18 34 45.14;-08 33 46.3;0.03;0.6;3336.6;102.5;;127.3;;55.7;S*
278.7499583;32.6815278;183459+324053;18 34 59.99;+32 40 53.5;0.04;0.6;2138.3;72.1;;46.9;;35.6;S*
278.7790833;32.704;183506+324214;18 35 06.98;+32 42 14.4;0.04;0.6;3348.5;109.6;;71.2;;30.8;S*
279.383875;-6.2685278;183732-061606;18 37 32.13;-06 16 06.7;0.03;0.6;2454.6;75.3;;127.3;;60.1;S*
279.3874583;-6.2231111;183732-061323;18 37 32.99;-06 13 23.2;0.03;0.6;2389.3;72.4;;127.3;;102.3;S*
279.534125;-6.766333299999999;183808-064558;18 38 08.19;-06 45 58.8;0.03;0.6;3043.7;110.4;;29.7;;26.4;S*
279.5578333;-6.8131944;183813-064847;18 38 13.88;-06 48 47.5;0.03;0.6;3519.3;106.6;;127.3;;96.6;S*
279.5634167;-6.7973056;183815-064750;18 38 15.22;-06 47 50.3;0.03;0.6;7074.8;224.2;;77.4;;46.1;S*
279.60695830000003;17.1786389;183825+171043;18 38 25.67;+17 10 43.1;0.03;0.6;2681.6;82.7;;86.0;;70.0;P*
279.6084583;17.2113889;183826+171241;18 38 26.03;+17 12 41.0;0.03;0.6;4644.1;140.9;;119.5;;90.5;P*
280.3518333;-1.8819443999999999;184124-015255;18 41 24.44;-01 52 55.0;0.03;0.6;3050.5;98.8;;98.1;;21.6;S*
280.425625;-1.8796111;184142-015246;18 41 42.15;-01 52 46.6;0.03;0.6;2815.3;89.5;;113.1;;27.1;P*
281.406875;9.895666699999998;184537+095344;18 45 37.65;+09 53 44.4;0.03;0.6;4509.6;135.3;<;18.5;<;15.8;
281.5170417;-2.6553056;184604-023919;18 46 04.09;-02 39 19.1;0.03;0.6;2383.2;88.9;;26.6;;20.4;S*
281.5409583;-2.6930278;184609-024134;18 46 09.83;-02 41 34.9;0.03;0.6;3056.6;100.6;;49.3;;44.7;P*
281.5944583;-2.9952777999999998;184622-025943;18 46 22.67;-02 59 43.0;0.03;0.6;2928.4;98.4;;69.1;;19.6;S*
281.6203333;-2.9831111;184628-025859;18 46 28.88;-02 58 59.2;0.03;0.6;3035.0;94.4;;86.3;;57.8;S*
281.8575833;-1.9405;184725-015625;18 47 25.82;-01 56 25.8;0.03;0.6;4137.1;130.1;;109.4;;36.3;P*
281.9028333;-1.923;184736-015522;18 47 36.68;-01 55 22.8;0.03;0.6;10845.3;348.0;;93.9;;29.0;P*
281.9035417;-1.9424721999999999;184736-015632;18 47 36.85;-01 56 32.9;0.03;0.6;3257.9;101.1;;70.6;<;16.3;P*
281.910625;-1.9586389;184738-015731;18 47 38.55;-01 57 31.1;0.03;0.6;6187.0;202.5;;58.9;;39.2;S*
282.3250833;-0.9159722;184918-005457;18 49 18.02;-00 54 57.5;0.03;0.6;4992.5;154.2;;127.3;;47.9;P*
282.3310833;-0.9464722;184919-005647;18 49 19.46;-00 56 47.3;0.03;0.6;2172.5;66.6;;127.3;;59.7;P*
282.357;-0.9017222;184925-005406;18 49 25.68;-00 54 06.2;0.03;0.6;3002.8;91.5;;122.7;;74.5;P*
283.3347083;1.2405833;185320+011426;18 53 20.33;+01 14 26.1;0.03;0.6;4600.0;162.9;;42.5;;21.2;P*
283.3360417;1.2479722;185320+011452;18 53 20.65;+01 14 52.7;0.03;0.6;2948.5;98.3;;78.3;;16.9;P*
284.0502917;7.894527799999999;185612+075340;18 56 12.07;+07 53 40.3;0.03;0.6;3313.7;103.0;;72.6;;69.4;P*
284.8475;12.9868889;185923+125912;18 59 23.40;+12 59 12.8;0.03;0.6;2875.9;86.3;<;16.8;<;13.9;
285.25604169999997;4.2023611;190101+041208;19 01 01.45;+04 12 08.5;0.03;0.6;2131.2;71.7;;45.1;;38.4;S*
285.4447083;1.2169444;190146+011301;19 01 46.73;+01 13 01.0;0.03;0.6;10386.1;342.7;;53.0;;40.1;P*
285.4577917;1.2117222;190149+011242;19 01 49.87;+01 12 42.2;0.03;0.6;3331.4;103.4;;127.3;;42.2;S*
285.7055;-23.497944399999998;190249-232952;19 02 49.32;-23 29 52.6;0.03;0.6;3706.5;111.2;<;16.1;<;14.2;P*
285.733125;31.995055600000004;190255+315942;19 02 55.95;+31 59 42.2;0.04;0.6;3203.8;96.1;<;15.7;<;15.2;
286.8729583;7.131861099999999;190729+070754;19 07 29.51;+07 07 54.7;0.03;0.6;2741.4;87.5;;97.6;;31.3;P*
286.873;7.1561944;190729+070922;19 07 29.52;+07 09 22.3;0.03;0.6;2665.6;84.3;;90.9;;40.8;P*
286.9000417;7.1438333;190736+070837;19 07 36.01;+07 08 37.8;0.03;0.6;4146.6;126.0;;127.3;;82.0;P*
286.910375;7.122611099999999;190738+070721;19 07 38.49;+07 07 21.4;0.03;0.6;2501.0;78.3;;96.8;;46.0;P*
287.5642917;9.1053056;191015+090619;19 10 15.43;+09 06 19.1;0.03;0.6;31205.5;956.9;;99.4;;71.0;S*
287.5934583;9.0809167;191022+090451;19 10 22.43;+09 04 51.3;0.03;0.6;2642.2;85.2;;45.2;<;13.9;P*
287.599875;9.0974444;191023+090550;19 10 23.97;+09 05 50.8;0.03;0.6;4973.5;153.7;;94.1;;61.8;P*
287.7534167;9.1005;191100+090601;19 11 00.82;+09 06 01.8;0.03;0.6;5894.5;189.9;;80.7;;33.6;P*
287.7665417;9.084027800000001;191103+090502;19 11 03.97;+09 05 02.5;0.03;0.6;8704.7;269.1;;100.9;;56.8;P*
287.78141669999997;9.113888900000001;191107+090650;19 11 07.54;+09 06 50.0;0.03;0.6;8146.4;246.2;;127.3;;109.9;P*
287.790375;-20.115416699999997;191109-200655;19 11 09.69;-20 06 55.5;0.03;0.6;2713.8;81.4;<;17.4;<;14.7;
287.8032917;9.094416699999998;191112+090539;19 11 12.79;+09 05 39.9;0.03;0.6;7105.9;220.0;;127.3;;44.8;S*
288.17066669999997;-22.370222199999997;191240-222212;19 12 40.96;-22 22 12.8;0.03;0.6;2617.4;86.8;;58.8;;33.2;P*
288.3602083;10.9063056;191326+105422;19 13 26.45;+10 54 22.7;0.03;0.6;2443.7;81.5;;46.0;;41.7;S*
288.5739167;11.1345556;191417+110804;19 14 17.74;+11 08 04.4;0.03;0.6;2140.3;64.9;;127.3;;107.0;S*
288.589375;11.15375;191421+110913;19 14 21.45;+11 09 13.5;0.03;0.6;4770.0;163.1;;40.9;;35.7;S*
288.9864167;30.331361100000002;191556+301952;19 15 56.74;+30 19 52.9;0.03;0.6;2972.4;92.3;;69.2;<;16.1;S*
290.103625;13.920416699999999;192024+135513;19 20 24.87;+13 55 13.5;0.03;0.6;2995.6;92.4;;99.4;;61.4;P*
290.56154169999996;14.055388899999999;192214+140319;19 22 14.77;+14 03 19.4;0.03;0.6;4479.8;143.4;;73.0;;41.9;P*
290.7555;14.2791667;192301+141645;19 23 01.32;+14 16 45.0;0.03;0.6;6864.5;219.6;;71.7;;43.1;P*
290.801625;14.4483611;192312+142654;19 23 12.39;+14 26 54.1;0.03;0.6;9545.5;299.9;;84.2;;48.9;P*
290.8841667;-21.076027800000002;192332-210433;19 23 32.20;-21 04 33.7;0.03;0.6;3166.7;95.0;<;17.4;<;16.2;
290.894625;14.49825;192334+142953;19 23 34.71;+14 29 53.7;0.03;0.6;13403.9;415.0;;91.9;;59.8;P*
290.927125;14.5086389;192342+143031;19 23 42.51;+14 30 31.1;0.03;0.6;36825.1;1141.4;;83.9;;63.7;S*
290.9527917;14.495972199999997;192348+142945;19 23 48.67;+14 29 45.5;0.03;0.6;2175.8;70.3;;44.7;<;13.9;P*
290.9557083;14.548972199999998;192349+143256;19 23 49.37;+14 32 56.3;0.03;0.6;5419.1;172.8;;58.8;;55.9;P*
291.0726667;33.491583299999995;192417+332929;19 24 17.44;+33 29 29.7;0.04;0.6;3766.0;113.0;<;18.4;<;17.0;P*
291.2129583;-29.241944399999994;192451-291431;19 24 51.11;-29 14 31.0;0.03;0.6;13386.9;401.6;<;16.5;<;15.8;
291.5052917;16.3418611;192601+162030;19 26 01.27;+16 20 30.7;0.03;0.6;2104.3;64.1;;127.3;;78.4;S*
295.312375;-15.408694400000002;194114-152431;19 41 14.97;-15 24 31.3;0.03;0.6;6720.5;201.6;<;18.5;<;15.7;
296.699625;25.2125;194647+251245;19 46 47.91;+25 12 45.0;0.03;0.6;4028.6;155.5;;21.3;;14.9;
297.321125;26.854611100000003;194917+265116;19 49 17.07;+26 51 16.6;0.03;0.6;2900.4;87.6;;127.3;;127.3;S*
298.0545;2.5073056;195213+023026;19 52 13.08;+02 30 26.3;0.03;0.6;2741.0;101.7;;27.9;;20.8;S*
298.0762083;2.5082777999999997;195218+023029;19 52 18.29;+02 30 29.8;0.03;0.6;2467.6;85.1;;45.7;;28.0;S*
299.81708330000004;40.586361100000005;195916+403510;19 59 16.10;+40 35 10.9;0.04;0.6;2483.5;91.4;;31.9;;19.3;P*
299.850125;40.7386667;195924+404419;19 59 24.03;+40 44 19.2;0.04;0.6;739767.0;24621.1;;33.3;<;19.2;P*
299.883625;40.7299722;195932+404347;19 59 32.07;+40 43 47.9;0.04;0.6;858423.0;32372.3;;28.6;;14.2;S*
300.29116669999996;33.1867222;200109+331112;20 01 09.88;+33 11 12.2;0.04;0.6;3967.8;127.0;;59.2;;52.4;S*
300.44683330000004;33.5491667;200147+333257;20 01 47.24;+33 32 57.0;0.04;0.6;3300.9;114.6;;53.8;;17.6;P*
300.448375;33.5278333;200147+333140;20 01 47.61;+33 31 40.2;0.04;0.6;3100.1;106.2;;41.4;;34.5;S*
300.476875;33.5707222;200154+333414;20 01 54.45;+33 34 14.6;0.04;0.6;2100.8;73.5;;17.3;<;19.8;P*
300.5257917;41.545416700000004;200206+413243;20 02 06.19;+41 32 43.5;0.04;0.6;2547.3;88.0;;56.8;;16.9;S*
301.535;-2.3929722;200608-022334;20 06 08.40;-02 23 34.7;0.03;0.6;2185.0;65.6;<;16.0;<;15.1;
301.93733330000003;40.4968056;200744+402948;20 07 44.96;+40 29 48.5;0.04;0.6;2470.1;74.1;<;14.1;<;13.9;
302.80925;-6.734388900000001;201114-064403;20 11 14.22;-06 44 03.8;0.03;0.6;2601.4;78.0;<;15.6;<;14.7;P*
303.6149167;23.5813611;201427+233452;20 14 27.58;+23 34 52.9;0.03;0.6;13684.4;473.0;;21.4;<;14.8;
303.8697083;37.183305600000004;201528+371059;20 15 28.73;+37 10 59.9;0.04;0.6;2165.9;65.0;<;15.0;<;14.6;P*
304.3042083;33.762944399999995;201713+334546;20 17 13.01;+33 45 46.6;0.04;0.6;2852.6;99.1;;19.7;<;15.9;
305.026125;29.7058333;202006+294221;20 20 06.27;+29 42 21.0;0.03;0.6;2880.1;93.8;;41.2;<;16.0;P*
305.027125;29.703611100000003;202006+294213;20 20 06.51;+29 42 13.0;0.03;0.6;6390.7;225.7;;14.2;<;15.4;
305.411125;37.5194722;202138+373110;20 21 38.67;+37 31 10.1;0.04;0.6;6582.1;244.6;;25.5;;22.9;S*
305.4233333;37.43113889999999;202141+372552;20 21 41.60;+37 25 52.1;0.04;0.6;2980.6;110.2;;29.8;;20.0;P*
305.535625;10.0196944;202208+100110;20 22 08.55;+10 01 10.9;0.03;0.6;3348.2;114.4;;25.0;<;15.1;
305.82941669999997;31.884111100000002;202319+315302;20 23 19.06;+31 53 02.8;0.04;0.6;3367.5;101.0;<;18.1;<;16.5;
306.7877083;39.4352778;202709+392607;20 27 09.05;+39 26 07.0;0.04;0.6;2768.4;83.8;;127.3;;109.7;S*
306.86175;37.3804722;202726+372249;20 27 26.82;+37 22 49.7;0.04;0.6;9352.0;318.1;;56.3;;24.1;S*
307.03075;40.860916700000004;202807+405139;20 28 07.38;+40 51 39.3;0.04;0.6;5401.9;167.7;;104.0;;50.3;S*
307.05825;40.8785278;202813+405242;20 28 13.98;+40 52 42.7;0.04;0.6;3972.3;121.6;;127.3;;62.1;S*
307.9265;38.9235833;203142+385524;20 31 42.36;+38 55 24.9;0.04;0.6;2224.6;67.4;;127.3;;127.3;S*
307.97591669999997;38.9614444;203154+385741;20 31 54.22;+38 57 41.2;0.04;0.6;2246.3;68.0;;127.3;;127.3;S*
308.1305;40.272111100000004;203231+401619;20 32 31.32;+40 16 19.6;0.04;0.6;2659.3;86.7;;52.8;;46.7;P*
308.3191667;-22.8891389;203316-225320;20 33 16.60;-22 53 20.9;0.03;0.6;2519.9;86.1;;61.0;;17.9;P*
308.948375;-34.9003056;203547-345401;20 35 47.61;-34 54 01.1;0.04;0.6;5700.2;190.9;;31.3;<;15.6;P*
309.2310417;41.623194399999996;203655+413723;20 36 55.45;+41 37 23.5;0.04;0.6;2336.1;70.8;;127.3;;103.7;S*
309.75725;42.328166700000004;203901+421941;20 39 01.74;+42 19 41.4;0.04;0.6;7314.0;279.1;;22.3;;17.7;P*
309.8585417;41.33325;203926+411959;20 39 26.05;+41 19 59.7;0.04;0.6;3391.5;131.2;;18.1;;17.8;P*
310.6365833;42.970388899999996;204232+425813;20 42 32.78;+42 58 13.4;0.04;0.6;2253.9;68.2;;127.3;;127.3;S*
311.40779169999996;44.2507778;204537+441502;20 45 37.87;+44 15 02.8;0.04;0.6;2824.3;91.1;;54.9;;51.3;P*
311.793;-2.6063056000000002;204710-023622;20 47 10.32;-02 36 22.7;0.03;0.6;2282.2;68.5;<;16.3;<;15.4;
312.0502083;7.021111099999999;204812+070116;20 48 12.05;+07 01 16.0;0.03;0.6;2417.7;84.3;;18.5;<;17.4;
313.21675;36.593194399999994;205252+363535;20 52 52.02;+36 35 35.5;0.04;0.6;5143.6;154.3;<;15.5;<;15.1;
314.0180833;-19.9431667;205604-195635;20 56 04.34;-19 56 35.4;0.03;0.6;2726.2;89.7;;37.5;<;18.8;P*
316.8188333;-25.4595;210716-252734;21 07 16.52;-25 27 34.2;0.03;0.6;2500.4;77.6;;127.3;;41.9;P*
316.8433333;-25.4377222;210722-252615;21 07 22.40;-25 26 15.8;0.03;0.6;2564.9;86.1;;49.9;;35.2;S*
316.85004169999996;-25.4983889;210724-252954;21 07 24.01;-25 29 54.2;0.03;0.6;2209.9;69.0;;127.3;;36.4;S*
