image,center-ra,center-dec,radius,rms
J0200M56.FITS,30.005464745654283,-56.00368554515224,2.151614628937989,0.0010153191077791174
J0200M60.FITS,30.006111762982812,-60.00352811051228,2.151614628937871,0.0012437136016584989
J0200M64.FITS,30.006971095925646,-64.00339944997233,2.1516146289377476,0.001433957140759713
J0200M80.FITS,30.017598945047965,-80.00155088407055,2.1516146289367066,0.0010055579106541415
J0206M32.FITS,31.50360315841863,-32.00288298784689,2.151614628937395,0.00243115715930227
J0206M36.FITS,31.503777123374938,-36.005198362414426,2.1516146289395275,0.0017647532558015238
J0215M72.FITS,33.75988883870413,-72.00160614984274,2.1516146289367355,0.0011758630089060591
J0215M76.FITS,33.762633123701626,-76.00314877034944,2.151614628937566,0.0017317305001117145
J0220M40.FITS,35.0039890222108,-40.00475353221658,2.1516146289390266,0.001668841472430366
J0220M44.FITS,35.00424787954701,-44.00219924380853,2.1516146289369797,0.0013884529382127446
J0220M48.FITS,35.00456663810417,-48.002055737290405,2.1516146289369056,0.0016169021604866794
J0224M32.FITS,36.00360315841863,-32.00288298784689,2.151614628937389,0.003297141949511978
J0224M36.FITS,36.00377712337494,-36.005198362414426,2.1516146289395275,0.002006647053032104
J0224M52.FITS,36.00496347486629,-52.003877451367146,2.151614628938163,0.0021709254332433325
J0224M56.FITS,36.00546474565429,-56.00368554515224,2.151614628937993,0.0010530735792953294
J0224M68.FITS,36.0081578665539,-68.00329532113875,2.151614628937683,0.001125944810263123
J0230M60.FITS,37.50611176298281,-60.00352811051228,2.151614628937871,0.0012163741485605164
J0230M64.FITS,37.50697109592565,-64.00339944997233,2.1516146289377476,0.001302928016796292
J0240M40.FITS,40.0039890222108,-40.00475353221658,2.1516146289390266,0.0018890218726264401
J0240M44.FITS,40.00424787954701,-44.00219924380853,2.1516146289369797,0.0014117088932149276
J0240M48.FITS,40.00456663810417,-48.002055737290405,2.1516146289369034,0.0015560550278602633
J0242M32.FITS,40.50360315841863,-32.00288298784689,2.151614628937389,0.0025622067158676837
J0242M36.FITS,40.50377712337494,-36.005198362414426,2.1516146289395275,0.0017453111361836482
J0248M52.FITS,42.00496347486629,-52.003877451367146,2.151614628938163,0.0012757207952601808
J0248M56.FITS,42.00546474565429,-56.00368554515224,2.151614628937993,0.0010726464288967016
J0300M32.FITS,45.00360315841863,-32.00288298784689,2.151614628937389,0.002544349713190065
J0300M36.FITS,45.00377712337494,-36.005198362414426,2.1516146289395275,0.0022782906778791067
J0300M40.FITS,45.0039890222108,-40.00475353221658,2.1516146289390266,0.0013246206671024686
J0300M44.FITS,45.00424787954701,-44.00219924380853,2.1516146289369797,0.0013639301679587192
J0300M48.FITS,45.00456663810417,-48.002055737290405,2.1516146289369034,0.0011518194536968684
J0300M60.FITS,45.00611176298281,-60.00352811051228,2.151614628937871,0.00122667984808822
J0300M64.FITS,45.00697109592565,-64.00339944997233,2.1516146289377476,0.0012686616162415681
J0300M68.FITS,45.0081578665539,-68.00329532113875,2.151614628937683,0.0012694375767018987
J0300M72.FITS,45.00988883870413,-72.00160614984274,2.151614628936737,0.001476198649954906
J0300M76.FITS,45.012633123701626,-76.00314877034944,2.151614628937566,0.00177495062429998
J0300M80.FITS,45.017598945047965,-80.00155088407055,2.1516146289367066,0.001314233637176438
J0300M84.FITS,45.02923926036844,-84.00153541781847,2.1516146289366973,0.001043527146858457
J0300M88.FITS,45.08761987507755,-88.00152637408672,2.1516146289366733,0.00113074360079731
J0312M52.FITS,48.00496347486629,-52.003877451367146,2.151614628938163,0.0012955598407446518
J0312M56.FITS,48.00546474565429,-56.00368554515224,2.151614628937993,0.0015252178402348933
J0318M32.FITS,49.50360315841863,-32.00288298784689,2.151614628937389,0.002498350896463763
J0318M36.FITS,49.50377712337494,-36.005198362414426,2.1516146289395275,0.0021604396415419364
J0320M40.FITS,50.0039890222108,-40.00475353221658,2.1516146289390266,0.001671892790907414
J0320M44.FITS,50.00424787954701,-44.00219924380853,2.1516146289369797,0.0023207284096895546
J0320M48.FITS,50.00456663810417,-48.002055737290405,2.1516146289369034,0.0011911350135775337
J0330M60.FITS,52.50611176298281,-60.00352811051228,2.151614628937871,0.0014085562152596199
J0330M64.FITS,52.50697109592565,-64.00339944997233,2.1516146289377476,0.0013612396166531424
J0336M32.FITS,54.00360315841863,-32.00288298784689,2.151614628937389,0.002145140099200259
J0336M36.FITS,54.00377712337494,-36.005198362414426,2.1516146289395275,0.0021395385611475896
J0336M52.FITS,54.00496347486629,-52.003877451367146,2.151614628938163,0.0015682480315199782
J0336M56.FITS,54.00546474565429,-56.00368554515224,2.151614628937993,0.0014096164308656084
J0336M68.FITS,54.0081578665539,-68.00329532113875,2.151614628937683,0.0012436335258885988
J0340M40.FITS,55.0039890222108,-40.00475353221658,2.1516146289390266,0.0016885344773027975
J0340M44.FITS,55.00424787954701,-44.00219924380853,2.1516146289369797,0.0014489646654911364
J0340M48.FITS,55.00456663810417,-48.002055737290405,2.1516146289369034,0.001419708548087496
J0345M72.FITS,56.25988883870413,-72.00160614984274,2.151614628936737,0.0014774021941972892
J0345M76.FITS,56.262633123701626,-76.00314877034944,2.151614628937566,0.0017929615673379395
J0354M32.FITS,58.50360315841863,-32.00288298784689,2.151614628937389,0.001924000281330934
J0354M36.FITS,58.50377712337494,-36.005198362414426,2.1516146289395275,0.0017351353399619241
J0400M40.FITS,60.0039890222108,-40.00475353221658,2.1516146289390266,0.001380428633913345
J0400M44.FITS,60.00424787954701,-44.00219924380853,2.1516146289369797,0.0013501019133116481
J0400M48.FITS,60.00456663810417,-48.002055737290405,2.1516146289369034,0.0010237111489101983
J0400M52.FITS,60.00496347486629,-52.003877451367146,2.151614628938163,0.0013092855412701074
J0400M56.FITS,60.00546474565429,-56.00368554515224,2.151614628937993,0.0012189696461836902
J0400M60.FITS,60.00611176298281,-60.00352811051228,2.151614628937871,0.0012571581647604787
J0400M64.FITS,60.00697109592565,-64.00339944997233,2.1516146289377476,0.0033479071250584456
J0400M80.FITS,60.017598945047965,-80.00155088407055,2.1516146289367066,0.0009100206203999754
J0412M32.FITS,63.00360315841863,-32.00288298784689,2.151614628937389,0.002388632447695865
J0412M36.FITS,63.00377712337494,-36.005198362414426,2.1516146289395275,0.0016577112554755963
J0412M68.FITS,63.0081578665539,-68.00329532113875,2.151614628937683,0.0016335687087362992
J0420M40.FITS,65.0039890222108,-40.00475353221658,2.1516146289390266,0.0016532744081275094
J0420M44.FITS,65.00424787954701,-44.00219924380853,2.1516146289369797,0.001353596462277345
J0420M48.FITS,65.00456663810418,-48.002055737290405,2.151614628936908,0.0013119165923335795
J0424M52.FITS,66.00496347486629,-52.003877451367146,2.151614628938163,0.0014265152958812997
J0424M56.FITS,66.00546474565428,-56.00368554515224,2.151614628937989,0.0011210850090331947
J0430M32.FITS,67.50360315841863,-32.00288298784689,2.151614628937389,0.003510233698238927
J0430M36.FITS,67.50377712337495,-36.005198362414426,2.1516146289395337,0.0022696867688829603
J0430M60.FITS,67.50611176298281,-60.00352811051228,2.151614628937871,0.001342562996994285
J0430M64.FITS,67.50697109592565,-64.00339944997233,2.1516146289377476,0.0015089863181419777
J0430M72.FITS,67.50988883870413,-72.00160614984274,2.151614628936737,0.0012090690767372517
J0430M76.FITS,67.51263312370163,-76.00314877034944,2.151614628937568,0.0015752384585727831
J0430M84.FITS,67.52923926036844,-84.00153541781847,2.1516146289366977,0.000856266052987107
J0440M40.FITS,70.0039890222108,-40.00475353221658,2.1516146289390266,0.0018211750996058134
J0440M44.FITS,70.00424787954701,-44.00219924380853,2.1516146289369753,0.0013382509712887513
J0440M48.FITS,70.00456663810418,-48.002055737290405,2.151614628936908,0.001536425830334486
J0448M32.FITS,72.00360315841863,-32.00288298784689,2.151614628937389,0.002539994761378844
J0448M36.FITS,72.00377712337495,-36.005198362414426,2.1516146289395337,0.0018683329394806707
J0448M52.FITS,72.00496347486629,-52.003877451367146,2.1516146289381584,0.001255230087873152
J0448M56.FITS,72.00546474565428,-56.00368554515224,2.151614628937989,0.0009406217615481969
J0448M68.FITS,72.0081578665539,-68.00329532113875,2.1516146289376805,0.0011093481283227916
J0500M40.FITS,75.0039890222108,-40.00475353221658,2.1516146289390266,0.001484655293196174
J0500M44.FITS,75.00424787954701,-44.00219924380853,2.1516146289369753,0.0017555860358588397
J0500M48.FITS,75.00456663810418,-48.002055737290405,2.151614628936908,0.0012829913579655591
J0500M60.FITS,75.00611176298281,-60.00352811051228,2.151614628937871,0.0015159834251793002
J0500M64.FITS,75.00697109592565,-64.00339944997233,2.1516146289377476,0.001196562695485532
J0500M80.FITS,75.01759894504796,-80.00155088407055,2.1516146289367066,0.0015346137310482354
J0506M32.FITS,76.50360315841863,-32.00288298784689,2.151614628937389,0.00232038806841748
J0506M36.FITS,76.50377712337495,-36.005198362414426,2.1516146289395337,0.0022394284626131053
J0512M52.FITS,78.00496347486629,-52.003877451367146,2.1516146289381584,0.0011625658111670486
J0512M56.FITS,78.00546474565428,-56.00368554515224,2.151614628937989,0.0015421909588029551
J0515M72.FITS,78.75988883870413,-72.00160614984274,2.151614628936737,0.001389633399606778
J0515M76.FITS,78.76263312370163,-76.00314877034944,2.151614628937568,0.001787033395052611
J0520M40.FITS,80.0039890222108,-40.00475353221658,2.1516146289390266,0.001907707830025745
J0520M44.FITS,80.00424787954701,-44.00219924380853,2.1516146289369753,0.0027762125781570206
J0520M48.FITS,80.00456663810418,-48.002055737290405,2.151614628936908,0.0024296865656815154
J0524M32.FITS,81.00360315841863,-32.00288298784689,2.151614628937389,0.0030426496557993538
J0524M36.FITS,81.00377712337495,-36.005198362414426,2.1516146289395337,0.002311932609937671
J0524M68.FITS,81.0081578665539,-68.00329532113875,2.1516146289376805,0.0027237515355368223
J0530M60.FITS,82.50611176298281,-60.00352811051228,2.151614628937871,0.0013275289590697942
J0530M64.FITS,82.50697109592565,-64.00339944997233,2.1516146289377476,0.0012905947319603068
J0536M52.FITS,84.00496347486629,-52.003877451367146,2.1516146289381584,0.0012340962096384772
J0536M56.FITS,84.00546474565428,-56.00368554515224,2.151614628937989,0.0015798450216446209
J0540M40.FITS,85.0039890222108,-40.00475353221658,2.1516146289390266,0.0019998488607833693
J0540M44.FITS,85.00424787954701,-44.00219924380853,2.1516146289369753,0.0036139210695878827
J0540M48.FITS,85.00456663810418,-48.002055737290405,2.151614628936908,0.0018608409016476586
J0542M32.FITS,85.50360315841863,-32.00288298784689,2.151614628937389,0.002834462191144458
J0542M36.FITS,85.50377712337495,-36.005198362414426,2.1516146289395337,0.002069368076045613
J0600M32.FITS,90.00360315841863,-32.00288298784689,2.151614628937389,0.004456253182032807
J0600M36.FITS,90.00377712337495,-36.005198362414426,2.1516146289395337,0.002427576433227888
J0600M40.FITS,90.0039890222108,-40.00475353221658,2.1516146289390266,0.001676604446490332
J0600M44.FITS,90.00424787954701,-44.00219924380853,2.1516146289369753,0.0015843598750101564
J0600M48.FITS,90.00456663810418,-48.002055737290405,2.151614628936908,0.0011316929261685855
J0600M52.FITS,90.00496347486629,-52.003877451367146,2.1516146289381584,0.0012430537786465524
J0600M56.FITS,90.00546474565428,-56.00368554515224,2.151614628937989,0.0011693330361354883
J0600M60.FITS,90.00611176298281,-60.00352811051228,2.151614628937871,0.002043670949322555
J0600M64.FITS,90.00697109592565,-64.00339944997233,2.1516146289377476,0.0011201174099808274
J0600M68.FITS,90.0081578665539,-68.00329532113875,2.1516146289376805,0.0009254264615407021
J0600M72.FITS,90.00988883870413,-72.00160614984274,2.151614628936737,0.0014784687944609837
J0600M76.FITS,90.01263312370163,-76.00314877034944,2.151614628937568,0.0016122462132671883
J0600M80.FITS,90.01759894504796,-80.00155088407055,2.1516146289367066,0.0010860848503228676
J0600M84.FITS,90.02923926036844,-84.00153541781847,2.1516146289366977,0.001007853869913057
J0600M88.FITS,90.08761987507755,-88.00152637408672,2.1516146289366724,0.0008504029752904413
J0618M32.FITS,94.50360315841863,-32.00288298784689,2.151614628937389,0.0033520259296077604
J0618M36.FITS,94.50377712337495,-36.005198362414426,2.1516146289395337,0.0026379969698082715
J0620M40.FITS,95.0039890222108,-40.00475353221658,2.1516146289390266,0.0016705143129654152
J0620M44.FITS,95.00424787954701,-44.00219924380853,2.1516146289369753,0.0015550780982361706
J0620M48.FITS,95.00456663810418,-48.002055737290405,2.151614628936908,0.001337017831930506
J0624M52.FITS,96.00496347486629,-52.003877451367146,2.1516146289381584,0.0016801192139638474
J0624M56.FITS,96.00546474565428,-56.00368554515224,2.151614628937989,0.0010676629141108068
J0630M60.FITS,97.50611176298281,-60.00352811051228,2.151614628937871,0.0012670562830692834
J0630M64.FITS,97.50697109592565,-64.00339944997233,2.1516146289377476,0.0012776803985879634
J0636M36.FITS,99.00377712337495,-36.005198362414426,2.1516146289395337,0.002189810263704634
J0636M68.FITS,99.0081578665539,-68.00329532113875,2.1516146289376805,0.0011550679372076232
J0640M40.FITS,100.0039890222108,-40.00475353221658,2.1516146289390266,0.002369272613400919
J0640M44.FITS,100.00424787954701,-44.00219924380853,2.1516146289369753,0.001567980389316728
J0640M48.FITS,100.00456663810418,-48.002055737290405,2.151614628936908,0.0015294345124064008
J0645M72.FITS,101.25988883870413,-72.00160614984274,2.151614628936737,0.0013321055272286643
J0645M76.FITS,101.26263312370163,-76.00314877034944,2.151614628937568,0.0013830417573589533
J0648M52.FITS,102.00496347486629,-52.003877451367146,2.1516146289381584,0.0011199025702730257
J0648M56.FITS,102.00546474565428,-56.00368554515224,2.151614628937989,0.0012011044830276033
J0700M40.FITS,105.0039890222108,-40.00475353221658,2.1516146289390266,0.0020516757819722146
J0700M44.FITS,105.00424787954701,-44.00219924380853,2.1516146289369753,0.0015455073877887304
J0700M48.FITS,105.00456663810418,-48.002055737290405,2.151614628936908,0.0012999088722136884
J0700M60.FITS,105.00611176298281,-60.00352811051228,2.151614628937871,0.0013097852747996248
J0700M64.FITS,105.00697109592565,-64.00339944997233,2.1516146289377476,0.0014461475549930821
J0700M80.FITS,105.01759894504796,-80.00155088407055,2.1516146289367066,0.0018269623779747508
J0712M36.FITS,108.00377712337495,-36.005198362414426,2.1516146289395337,0.0020756671501234772
J0712M52.FITS,108.00496347486629,-52.003877451367146,2.1516146289381584,0.001339515076825113
J0712M56.FITS,108.00546474565428,-56.00368554515224,2.151614628937989,0.0018753896814544518
J0712M68.FITS,108.0081578665539,-68.00329532113875,2.1516146289376805,0.0014476735421629155
J0720M40.FITS,110.0039890222108,-40.00475353221658,2.1516146289390266,0.0017907421065482107
J0720M44.FITS,110.00424787954701,-44.00219924380853,2.1516146289369753,0.001378530261547077
J0720M48.FITS,110.00456663810418,-48.002055737290405,2.151614628936908,0.0015654066243295703
J0730M60.FITS,112.50611176298281,-60.00352811051228,2.151614628937871,0.0013340877443391466
J0730M64.FITS,112.50697109592565,-64.00339944997233,2.1516146289377476,0.0012171209378044694
J0730M72.FITS,112.50988883870413,-72.00160614984274,2.151614628936737,0.0014152490316936923
J0730M76.FITS,112.51263312370163,-76.00314877034944,2.151614628937568,0.0014596859704146807
J0730M84.FITS,112.52923926036844,-84.00153541781847,2.1516146289366977,0.0013551169800998847
J0736M52.FITS,114.00496347486629,-52.003877451367146,2.1516146289381584,0.001673636479205121
J0736M56.FITS,114.00546474565428,-56.00368554515224,2.151614628937989,0.0016797958717559237
J0740M40.FITS,115.0039890222108,-40.00475353221658,2.1516146289390266,0.0017843247495313737
J0740M44.FITS,115.00424787954701,-44.00219924380853,2.1516146289369753,0.0018032342324341497
J0740M48.FITS,115.00456663810418,-48.002055737290405,2.151614628936908,0.0018303032529779482
J0748M32.FITS,117.00360315841863,-32.00288298784689,2.151614628937389,0.002504617191704605
J0748M36.FITS,117.00377712337495,-36.005198362414426,2.1516146289395337,0.0019124374761382782
J0748M68.FITS,117.0081578665539,-68.00329532113875,2.1516146289376805,0.0009589962425270354
J0800M44.FITS,120.00424787954701,-44.00219924380853,2.1516146289369753,0.0015584358405322189
J0800M48.FITS,120.00456663810418,-48.002055737290405,2.151614628936908,0.001919473055127344
J0800M52.FITS,120.00496347486629,-52.003877451367146,2.1516146289381584,0.001048955579017255
J0800M56.FITS,120.00546474565428,-56.00368554515224,2.151614628937989,0.001010566124589793
J0800M60.FITS,120.00611176298281,-60.00352811051228,2.151614628937871,0.001132909762623003
J0800M64.FITS,120.00697109592565,-64.00339944997233,2.1516146289377476,0.0008249610649940394
J0800M80.FITS,120.01759894504796,-80.00155088407055,2.1516146289367066,0.0011285831319604999
J0806M36.FITS,121.50377712337495,-36.005198362414426,2.1516146289395337,0.002665852711725034
J0815M72.FITS,123.75988883870413,-72.00160614984274,2.151614628936737,0.0012268417742202153
J0815M76.FITS,123.76263312370163,-76.00314877034944,2.151614628937568,0.0021537219073273946
J0824M52.FITS,126.00496347486629,-52.003877451367146,2.1516146289381584,0.0012574402186491585
J0824M56.FITS,126.00546474565428,-56.00368554515224,2.151614628937989,0.0008313428919977816
J0824M68.FITS,126.0081578665539,-68.00329532113875,2.1516146289376805,0.0012476087440832055
J0830M60.FITS,127.50611176298281,-60.00352811051228,2.151614628937871,0.0011606593277617586
J0830M64.FITS,127.50697109592565,-64.00339944997233,2.1516146289377476,0.001303712817451554
J0842M32.FITS,130.50360315841863,-32.00288298784689,2.151614628937389,0.0027492501036082166
J0848M52.FITS,132.0049634748663,-52.003877451367146,2.1516146289381584,0.0012260705962557031
J0848M56.FITS,132.00546474565428,-56.00368554515224,2.151614628937989,0.0012874528094557899
J0900M32.FITS,135.00360315841863,-32.00288298784689,2.151614628937401,0.0021814536210606516
J0900M60.FITS,135.0061117629828,-60.00352811051228,2.151614628937871,0.000744639768765736
J0900M64.FITS,135.00697109592565,-64.00339944997233,2.151614628937754,0.001431129908228533
J0900M68.FITS,135.0081578665539,-68.00329532113875,2.1516146289376756,0.0018903607212632464
J0900M72.FITS,135.00988883870411,-72.00160614984274,2.1516146289367275,0.0013565191683388702
J0900M76.FITS,135.01263312370162,-76.00314877034944,2.1516146289375646,0.0018694169274969898
J0900M80.FITS,135.01759894504795,-80.00155088407055,2.151614628936705,0.001098782435395093
J0900M84.FITS,135.02923926036843,-84.00153541781847,2.151614628936696,0.0010798859040330026
J0900M88.FITS,135.08761987507756,-88.00152637408672,2.1516146289366733,0.0007605629735329397
J0912M52.FITS,138.0049634748663,-52.003877451367146,2.1516146289381584,0.0018755574978671055
J0912M56.FITS,138.00546474565428,-56.00368554515224,2.151614628937989,0.0014984827471474424
J0918M32.FITS,139.50360315841863,-32.00288298784689,2.151614628937401,0.0026316528677380485
J0918M36.FITS,139.50377712337493,-36.005198362414426,2.1516146289395337,0.0014371175884047667
J0920M44.FITS,140.00424787954702,-44.00219924380853,2.1516146289369953,0.0014475267947489177
J0920M48.FITS,140.00456663810417,-48.002055737290405,2.1516146289368985,0.0014362719096469615
J0930M60.FITS,142.5061117629828,-60.00352811051228,2.151614628937871,0.00116590778038889
J0930M64.FITS,142.50697109592565,-64.00339944997233,2.151614628937754,0.0012916591996577896
J0936M32.FITS,144.00360315841863,-32.00288298784689,2.151614628937401,0.0024763550333985977
J0936M36.FITS,144.00377712337493,-36.005198362414426,2.1516146289395337,0.0022035191252004625
J0936M52.FITS,144.0049634748663,-52.003877451367146,2.1516146289381584,0.0016435668681855254
J0936M56.FITS,144.00546474565428,-56.00368554515224,2.151614628937989,0.001558234730693794
J0936M68.FITS,144.0081578665539,-68.00329532113875,2.1516146289376756,0.001325581920075156
J0940M40.FITS,145.00398902221082,-40.00475353221658,2.1516146289390266,0.001662929767069377
J0940M44.FITS,145.00424787954702,-44.00219924380853,2.1516146289369953,0.0013525358107535446
J0940M48.FITS,145.00456663810417,-48.002055737290405,2.1516146289368985,0.0017075035022148608
J0945M72.FITS,146.25988883870411,-72.00160614984274,2.1516146289367275,0.001324351321245023
J0945M76.FITS,146.26263312370162,-76.00314877034944,2.151614628937561,0.0013921691919712334
J0954M32.FITS,148.50360315841863,-32.00288298784689,2.151614628937401,0.002782238170936716
J0954M36.FITS,148.50377712337493,-36.005198362414426,2.1516146289395337,0.0022851287107876262
J1000M40.FITS,150.00398902221082,-40.00475353221658,2.1516146289390266,0.002048458292958555
J1000M44.FITS,150.00424787954702,-44.00219924380853,2.1516146289369953,0.0015561438860828886
J1000M52.FITS,150.0049634748663,-52.003877451367146,2.1516146289381584,0.0015061068111984811
J1000M56.FITS,150.00546474565428,-56.00368554515224,2.151614628937989,0.003229512165668884
J1000M60.FITS,150.0061117629828,-60.00352811051228,2.151614628937871,0.0012304710421700538
J1000M64.FITS,150.00697109592565,-64.00339944997233,2.151614628937754,0.0014715124982504627
J1000M80.FITS,150.01759894504795,-80.00155088407055,2.151614628936702,0.0010499226004228345
J1012M36.FITS,153.00377712337493,-36.005198362414426,2.1516146289395337,0.001735609390581926
J1012M68.FITS,153.0081578665539,-68.00329532113875,2.1516146289376756,0.00096605332534596
J1020M40.FITS,155.00398902221082,-40.00475353221658,2.1516146289390266,0.001766790453623028
J1020M44.FITS,155.00424787954702,-44.00219924380853,2.1516146289369953,0.002349839781728845
J1020M48.FITS,155.00456663810417,-48.002055737290405,2.1516146289368985,0.0017100312142340928
J1024M52.FITS,156.0049634748663,-52.003877451367146,2.1516146289381584,0.0016261761298916396
J1024M56.FITS,156.00546474565428,-56.00368554515224,2.151614628937989,0.0026675438392359174
J1030M32.FITS,157.50360315841863,-32.00288298784689,2.151614628937401,0.002708478622107242
